Index,price_per_ping
28249,164628
28250,241893
28251,217313
28252,302399
28253,185972
28254,106884
28255,130695
28256,155545
28257,393027
28258,273024
28259,169383
28260,257033
28261,79143
28262,335876
28263,122958
28264,124284
28265,28470
28266,200880
28267,46302
28268,168136
28269,44064
28270,555436
28271,161222
28272,129508
28273,0
28274,210920
28275,150505
28276,155610
28277,229496
28278,278193
28279,197176
28280,269560
28281,210836
28282,136674
28283,152262
28284,1827
28285,165078
28286,80548
28287,243777
28288,1088636
28289,227501
28290,204591
28291,180171
28292,176294
28293,149009
28294,354505
28295,135769
28296,225720
28297,244170
28298,98313
28299,202658
28300,153314
28301,142450
28302,345600
28303,164487
28304,153838
28305,147816
28306,268698
28307,192256
28308,253870
28309,60805
28310,407573
28311,151638
28312,347847
28313,200796
28314,267394
28315,151384
28316,152752
28317,192375
28318,110037
28319,160350
28320,110051
28321,105875
28322,200133
28323,167224
28324,301499
28325,38799
28326,163139
28327,143659
28328,99668
28329,260885
28330,138917
28331,152141
28332,193606
28333,54642
28334,111264
28335,171297
28336,166797
28337,198959
28338,152161
28339,321429
28340,138083
28341,173701
28342,136204
28343,204567
28344,337234
28345,190197
28346,134801
28347,196291
28348,177107
28349,187815
28350,282309
28351,151070
28352,209026
28353,132577
28354,91808
28355,248390
28356,132675
28357,150790
28358,214634
28359,16656
28360,180597
28361,131244
28362,177778
28363,250442
28364,223118
28365,94905
28366,205708
28367,189166
28368,170859
28369,161089
28370,35574
28371,118595
28372,139442
28373,328738
28374,172313
28375,155931
28376,214493
28377,115235
28378,646230
28379,100290
28380,146056
28381,167972
28382,231538
28383,78007
28384,91777
28385,107918
28386,118845
28387,196319
28388,178456
28389,161808
28390,161134
28391,113330
28392,60767
28393,341501
28394,146421
28395,138743
28396,53791
28397,222717
28398,155186
28399,155748
28400,204180
28401,236527
28402,226183
28403,171341
28404,65574
28405,140238
28406,165304
28407,5286
28408,203487
28409,248674
28410,453750
28411,144269
28412,153322
28413,166517
28414,177681
28415,47766
28416,134915
28417,59278
28418,96034
28419,151029
28420,298102
28421,302423
28422,226456
28423,130046
28424,172101
28425,369534
28426,121511
28427,167756
28428,323898
28429,320513
28430,55226
28431,173913
28432,162048
28433,161850
28434,113608
28435,120120
28436,121096
28437,97453
28438,219893
28439,151859
28440,304461
28441,3932
28442,149267
28443,52981
28444,196663
28445,118612
28446,105835
28447,155713
28448,152400
28449,113527
28450,170066
28451,109290
28452,338297
28453,156820
28454,294451
28455,88295
28456,188976
28457,297262
28458,83688
28459,48780
28460,197316
28461,137781
28462,251054
28463,138127
28464,168205
28465,161615
28466,141399
28467,147294
28468,115436
28469,169054
28470,279108
28471,98179
28472,356935
28473,187590
28474,154987
28475,244570
28476,227713
28477,33010
28478,189133
28479,139996
28480,108141
28481,268503
28482,241799
28483,184223
28484,183646
28485,112626
28486,291339
28487,114378
28488,97544
28489,148751
28490,93653
28491,288057
28492,192458
28493,187519
28494,227088
28495,175050
28496,98337
28497,15004
28498,269613
28499,228086
28500,124052
28501,132664
28502,191835
28503,119780
28504,183863
28505,183433
28506,167865
28507,447257
28508,246542
28509,438596
28510,185881
28511,167892
28512,217943
28513,192413
28514,159499
28515,328358
28516,213235
28517,259100
28518,180332
28519,153190
28520,204370
28521,188302
28522,102273
28523,68741
28524,203369
28525,130018
28526,111001
28527,217814
28528,270803
28529,24176
28530,220420
28531,52173
28532,154622
28533,201315
28534,230560
28535,247593
28536,60846
28537,146202
28538,79565
28539,122557
28540,275743
28541,284780
28542,128928
28543,67457
28544,206820
28545,244210
28546,301157
28547,46520
28548,125724
28549,227180
28550,220777
28551,308815
28552,244516
28553,351220
28554,132566
28555,133385
28556,176302
28557,171904
28558,161020
28559,235390
28560,267332
28561,127143
28562,181098
28563,113000
28564,15009
28565,62624
28566,174905
28567,103172
28568,228591
28569,174942
28570,400442
28571,167961
28572,142045
28573,110497
28574,193126
28575,155119
28576,184311
28577,0
28578,605775
28579,182793
28580,146669
28581,123847
28582,178873
28583,173171
28584,178357
28585,127620
28586,207729
28587,241177
28588,116219
28589,304816
28590,217686
28591,136570
28592,234763
28593,314119
28594,158159
28595,169262
28596,187743
28597,172234
28598,165364
28599,152914
28600,276262
28601,0
28602,170124
28603,70211
28604,233910
28605,117183
28606,172907
28607,326986
28608,268067
28609,171726
28610,166355
28611,514250
28612,180057
28613,142570
28614,62979
28615,53279
28616,216493
28617,161597
28618,206472
28619,270217
28620,134031
28621,286109
28622,246305
28623,76524
28624,172994
28625,95544
28626,329964
28627,154123
28628,77990
28629,87609
28630,126787
28631,160138
28632,388383
28633,144161
28634,162083
28635,214508
28636,67916
28637,406716
28638,110229
28639,156461
28640,139719
28641,149589
28642,166906
28643,119524
28644,193518
28645,191044
28646,185812
28647,69396
28648,122175
28649,411106
28650,92510
28651,4817
28652,246396
28653,147042
28654,257351
28655,13332
28656,119188
28657,261964
28658,515929
28659,320142
28660,170281
28661,271066
28662,122730
28663,207969
28664,65828
28665,221480
28666,213501
28667,325502
28668,133370
28669,389632
28670,234327
28671,197222
28672,177517
28673,180983
28674,305268
28675,276947
28676,158501
28677,175879
28678,185398
28679,169234
28680,44875
28681,280443
28682,238031
28683,249397
28684,121762
28685,132519
28686,148237
28687,203043
28688,160872
28689,111193
28690,19829
28691,104662
28692,169988
28693,44411
28694,116263
28695,244721
28696,132611
28697,128057
28698,136596
28699,331797
28700,221479
28701,263233
28702,248946
28703,232335
28704,106829
28705,585764
28706,374875
28707,53310
28708,169143
28709,62003
28710,0
28711,362220
28712,106101
28713,154055
28714,145088
28715,172030
28716,146638
28717,209468
28718,157859
28719,135871
28720,110107
28721,178922
28722,52060
28723,164543
28724,110920
28725,235724
28726,181113
28727,205288
28728,284881
28729,142857
28730,78125
28731,188064
28732,171118
28733,190114
28734,351427
28735,306185
28736,220039
28737,167971
28738,204253
28739,294355
28740,236220
28741,128283
28742,131506
28743,278604
28744,186076
28745,131495
28746,202037
28747,60860
28748,40837
28749,210542
28750,220369
28751,261370
28752,133445
28753,190598
28754,121544
28755,220708
28756,185677
28757,339841
28758,292121
28759,228029
28760,191795
28761,1741
28762,175847
28763,497216
28764,223078
28765,210680
28766,173398
28767,68075
28768,0
28769,147861
28770,199723
28771,201898
28772,42299
28773,142857
28774,166704
28775,160535
28776,175170
28777,34509
28778,204444
28779,242005
28780,135875
28781,105402
28782,866551
28783,223796
28784,209003
28785,293959
28786,153159
28787,145995
28788,213358
28789,227147
28790,188407
28791,148354
28792,71815
28793,211378
28794,89556
28795,397321
28796,108596
28797,137015
28798,127726
28799,371861
28800,163883
28801,120846
28802,256657
28803,207937
28804,201509
28805,241845
28806,146330
28807,115044
28808,243852
28809,150231
28810,249126
28811,160819
28812,120033
28813,100318
28814,100170
28815,174150
28816,126616
28817,111724
28818,258415
28819,293826
28820,72985
28821,415392
28822,101894
28823,139896
28824,100707
28825,200803
28826,116542
28827,0
28828,291183
28829,172867
28830,374458
28831,154700
28832,365654
28833,372766
28834,244244
28835,204708
28836,916244
28837,105347
28838,134317
28839,218221
28840,205820
28841,196562
28842,20739
28843,38899
28844,131424
28845,63155
28846,209439
28847,203602
28848,158527
28849,104475
28850,205806
28851,115996
28852,164496
28853,247729
28854,257511
28855,318760
28856,161706
28857,268350
28858,214304
28859,95691
28860,0
28861,164514
28862,167249
28863,225090
28864,94162
28865,46053
28866,56861
28867,328915
28868,136054
28869,145306
28870,5907
28871,89234
28872,76830
28873,209147
28874,112544
28875,120475
28876,130133
28877,162737
28878,241141
28879,153606
28880,378419
28881,174096
28882,137406
28883,259570
28884,163875
28885,575529
28886,134002
28887,9674
28888,6496
28889,202668
28890,440771
28891,72474
28892,222886
28893,191440
28894,203573
28895,219314
28896,196135
28897,109338
28898,173765
28899,363011
28900,210236
28901,221592
28902,246059
28903,118949
28904,184080
28905,141482
28906,214246
28907,98049
28908,271626
28909,49697
28910,173427
28911,128707
28912,176181
28913,29093
28914,126096
28915,203295
28916,880618
28917,107118
28918,192576
28919,169579
28920,173888
28921,270345
28922,199546
28923,124148
28924,44026
28925,258803
28926,844238
28927,171815
28928,204520
28929,325775
28930,236486
28931,117117
28932,261140
28933,361111
28934,195307
28935,138632
28936,172721
28937,192982
28938,178943
28939,73848
28940,178709
28941,282549
28942,157566
28943,266021
28944,1887
28945,129859
28946,270270
28947,197711
28948,178517
28949,259443
28950,148503
28951,130347
28952,75040
28953,205178
28954,172991
28955,33497
28956,235975
28957,128250
28958,151773
28959,181510
28960,380989
28961,93886
28962,179400
28963,169999
28964,178929
28965,55814
28966,142734
28967,144879
28968,141022
28969,185518
28970,230058
28971,333893
28972,227106
28973,19886
28974,403360
28975,202796
28976,144336
28977,165230
28978,124741
28979,202689
28980,154728
28981,243770
28982,235234
28983,188459
28984,223684
28985,100227
28986,273350
28987,220490
28988,152861
28989,100689
28990,347371
28991,189791
28992,0
28993,142108
28994,237258
28995,25992
28996,456621
28997,253310
28998,109548
28999,128978
29000,227611
29001,27907
29002,356468
29003,179886
29004,126538
29005,200026
29006,250348
29007,188726
29008,106150
29009,194180
29010,172697
29011,29295
29012,736351
29013,186741
29014,85100
29015,138962
29016,151397
29017,137251
29018,257129
29019,171308
29020,125197
29021,155952
29022,122200
29023,196759
29024,163436
29025,4862
29026,8313
29027,198908
29028,64161
29029,167285
29030,335871
29031,147967
29032,211715
29033,240081
29034,135065
29035,202597
29036,182965
29037,141098
29038,252898
29039,184564
29040,63291
29041,313965
29042,342479
29043,140000
29044,104396
29045,2738
29046,133732
29047,274510
29048,159861
29049,163279
29050,90706
29051,246771
29052,219571
29053,367976
29054,0
29055,100082
29056,91258
29057,0
29058,479754
29059,147913
29060,94995
29061,144157
29062,224700
29063,253553
29064,282765
29065,129883
29066,203874
29067,152505
29068,126858
29069,98703
29070,173238
29071,97996
29072,214309
29073,309922
29074,225335
29075,206349
29076,222336
29077,146148
29078,157039
29079,203027
29080,168267
29081,33276
29082,129752
29083,180353
29084,141956
29085,197368
29086,189219
29087,205784
29088,190931
29089,75208
29090,131161
29091,181623
29092,163205
29093,234810
29094,58240
29095,145393
29096,131642
29097,143036
29098,195665
29099,69683
29100,135468
29101,111309
29102,375544
29103,281610
29104,877579
29105,211870
29106,181053
29107,203105
29108,883335
29109,235484
29110,178356
29111,114321
29112,127439
29113,54244
29114,131243
29115,207034
29116,139955
29117,108456
29118,153218
29119,197598
29120,13783
29121,392555
29122,99471
29123,168318
29124,201888
29125,362730
29126,272502
29127,57915
29128,59270
29129,161224
29130,163644
29131,133104
29132,161211
29133,200626
29134,229389
29135,157530
29136,215673
29137,533808
29138,39326
29139,154463
29140,121559
29141,449845
29142,437500
29143,124164
29144,317690
29145,82891
29146,56713
29147,138277
29148,94498
29149,166000
29150,285836
29151,145742
29152,199147
29153,136238
29154,250698
29155,191903
29156,153417
29157,135357
29158,330154
29159,191263
29160,142558
29161,175837
29162,258025
29163,131873
29164,184211
29165,49906
29166,169248
29167,132607
29168,89131
29169,236719
29170,185646
29171,347222
29172,103140
29173,161315
29174,134209
29175,248199
29176,573
29177,179263
29178,255808
29179,53801
29180,0
29181,220612
29182,136986
29183,301664
29184,336687
29185,316294
29186,164560
29187,206612
29188,106961
29189,136060
29190,208041
29191,249140
29192,216382
29193,237701
29194,129432
29195,180705
29196,225446
29197,168184
29198,179118
29199,104520
29200,116833
29201,184597
29202,47321
29203,196249
29204,218236
29205,140263
29206,174080
29207,73194
29208,299171
29209,29487
29210,56561
29211,170944
29212,156476
29213,171517
29214,65068
29215,117688
29216,254294
29217,118151
29218,201625
29219,63449
29220,105409
29221,230950
29222,105998
29223,93987
29224,86934
29225,129150
29226,146391
29227,200716
29228,128096
29229,239069
29230,249302
29231,327861
29232,18398
29233,196629
29234,192286
29235,27543
29236,76899
29237,33021
29238,93269
29239,244097
29240,82031
29241,293091
29242,486790
29243,143456
29244,53333
29245,173173
29246,164676
29247,221239
29248,172070
29249,9622
29250,787402
29251,146510
29252,129417
29253,236508
29254,100785
29255,149780
29256,14706
29257,116132
29258,209233
29259,212534
29260,109898
29261,230939
29262,195918
29263,271555
29264,21963
29265,159192
29266,190921
29267,193491
29268,137955
29269,101648
29270,247890
29271,146771
29272,183174
29273,150302
29274,54489
29275,69629
29276,171269
29277,173859
29278,227618
29279,3617
29280,205233
29281,174472
29282,145845
29283,149489
29284,126039
29285,222342
29286,171306
29287,331792
29288,360958
29289,53629
29290,130683
29291,139217
29292,12766
29293,129235
29294,122531
29295,130208
29296,308611
29297,63996
29298,467751
29299,287207
29300,7133
29301,195660
29302,257200
29303,231348
29304,1904
29305,113221
29306,246887
29307,162657
29308,70373
29309,36014
29310,172600
29311,235230
29312,161117
29313,190114
29314,154131
29315,229299
29316,153053
29317,156365
29318,60373
29319,165190
29320,157936
29321,224118
29322,241955
29323,189524
29324,141700
29325,186925
29326,281819
29327,186080
29328,158808
29329,118800
29330,190703
29331,156264
29332,14481
29333,38889
29334,225298
29335,59637
29336,227700
29337,248379
29338,120514
29339,215785
29340,189974
29341,156875
29342,137348
29343,153571
29344,228770
29345,370040
29346,167560
29347,134806
29348,131804
29349,322894
29350,233792
29351,220640
29352,343192
29353,226911
29354,115273
29355,169024
29356,174357
29357,161339
29358,107934
29359,219022
29360,137380
29361,163399
29362,164800
29363,123025
29364,72685
29365,27356
29366,62780
29367,241646
29368,164479
29369,253293
29370,513620
29371,169983
29372,177048
29373,213377
29374,748299
29375,230027
29376,133480
29377,206469
29378,193916
29379,126796
29380,123895
29381,157928
29382,151547
29383,204571
29384,147779
29385,319109
29386,79264
29387,8451
29388,136972
29389,163075
29390,254144
29391,168258
29392,216708
29393,256044
29394,81903
29395,44397
29396,117931
29397,209796
29398,478187
29399,487271
29400,241920
29401,186378
29402,182915
29403,170428
29404,193474
29405,151257
29406,229190
29407,297915
29408,236460
29409,240736
29410,142619
29411,218204
29412,232529
29413,131636
29414,21994
29415,162561
29416,135742
29417,164103
29418,119456
29419,644575
29420,203524
29421,296336
29422,1624960
29423,124632
29424,174985
29425,124909
29426,89181
29427,194841
29428,152011
29429,194952
29430,436637
29431,153136
29432,74178
29433,117345
29434,257067
29435,63271
29436,191191
29437,248165
29438,344531
29439,171875
29440,131176
29441,213038
29442,197026
29443,186596
29444,45371
29445,191801
29446,188611
29447,217520
29448,264061
29449,102698
29450,36300
29451,258222
29452,270207
29453,368179
29454,121859
29455,37470
29456,139291
29457,32657
29458,665829
29459,175439
29460,233569
29461,170012
29462,64952
29463,109051
29464,156135
29465,4854
29466,181695
29467,102201
29468,139411
29469,132389
29470,69569
29471,198347
29472,165975
29473,1281916
29474,378693
29475,198305
29476,450466
29477,151185
29478,65169
29479,195934
29480,251962
29481,97291
29482,1200000
29483,34792
29484,137574
29485,400891
29486,309835
29487,287382
29488,238900
29489,56842
29490,107728
29491,97105
29492,148252
29493,211732
29494,156133
29495,175291
29496,225799
29497,183031
29498,113208
29499,28578
29500,211685
29501,110343
29502,167173
29503,288780
29504,145200
29505,128634
29506,115545
29507,143846
29508,130230
29509,93762
29510,75179
29511,124988
29512,164593
29513,331597
29514,147032
29515,194656
29516,131879
29517,170647
29518,200113
29519,116099
29520,141850
29521,138933
29522,91124
29523,60517
29524,111320
29525,8800
29526,81555
29527,136530
29528,132271
29529,158056
29530,125665
29531,119197
29532,137959
29533,194559
29534,97072
29535,176128
29536,225760
29537,201532
29538,243051
29539,187180
29540,170954
29541,907601
29542,1210733
29543,111532
29544,124690
29545,137518
29546,463502
29547,57581
29548,97288
29549,175275
29550,209532
29551,27292
29552,121016
29553,0
29554,141254
29555,178871
29556,0
29557,468675
29558,231757
29559,125261
29560,187982
29561,133516
29562,53283
29563,162000
29564,19741
29565,223616
29566,269710
29567,187887
29568,185609
29569,148785
29570,115498
29571,195204
29572,403325
29573,177708
29574,65516
29575,139321
29576,57943
29577,411563
29578,282225
29579,189116
29580,251486
29581,6653
29582,169615
29583,239269
29584,233519
29585,145693
29586,173009
29587,249633
29588,171869
29589,197574
29590,254316
29591,72688
29592,302396
29593,272551
29594,93322
29595,196204
29596,173929
29597,177208
29598,216808
29599,119383
29600,231456
29601,111328
29602,109416
29603,99846
29604,45013
29605,262989
29606,330367
29607,127578
29608,485977
29609,219780
29610,125558
29611,71788
29612,135588
29613,222222
29614,413331
29615,309460
29616,204023
29617,185252
29618,159988
29619,634810
29620,201721
29621,105935
29622,160901
29623,78694
29624,52861
29625,213597
29626,209110
29627,114992
29628,225544
29629,324297
29630,116311
29631,301075
29632,205785
29633,266615
29634,138093
29635,122877
29636,37037
29637,184232
29638,103893
29639,141789
29640,108312
29641,227342
29642,189421
29643,290518
29644,280052
29645,65792
29646,192394
29647,147783
29648,102032
29649,317677
29650,275411
29651,86692
29652,216689
29653,68010
29654,104079
29655,141107
29656,60496
29657,179727
29658,233673
29659,217860
29660,237895
29661,133322
29662,150919
29663,85828
29664,38550
29665,216442
29666,191858
29667,110139
29668,373128
29669,126600
29670,161859
29671,1116667
29672,265118
29673,297297
29674,63360
29675,103822
29676,175580
29677,121728
29678,148310
29679,147406
29680,95087
29681,207039
29682,90628
29683,142383
29684,48940
29685,128688
29686,71995
29687,271557
29688,144135
29689,166626
29690,194748
29691,282877
29692,143066
29693,93183
29694,722109
29695,278002
29696,251987
29697,198109
29698,161535
29699,210892
29700,236581
29701,116245
29702,237894
29703,613398
29704,197209
29705,207118
29706,44167
29707,1293502
29708,266813
29709,325714
29710,196696
29711,0
29712,44381
29713,232858
29714,191891
29715,216715
29716,150063
29717,243652
29718,184506
29719,137685
29720,117600
29721,204136
29722,154586
29723,12099
29724,191225
29725,245470
29726,157373
29727,122503
29728,165614
29729,132884
29730,166529
29731,209735
29732,211408
29733,133969
29734,242689
29735,160667
29736,483948
29737,31689
29738,108097
29739,236066
29740,118297
29741,134657
29742,147592
29743,158274
29744,107358
29745,191205
29746,137869
29747,137171
29748,6052
29749,49418
29750,152339
29751,193294
29752,151719
29753,138255
29754,123457
29755,195700
29756,176739
29757,351906
29758,122623
29759,144227
29760,193902
29761,127107
29762,184554
29763,127402
29764,231727
29765,219485
29766,131537
29767,308461
29768,223320
29769,54648
29770,244802
29771,275191
29772,301464
29773,171437
29774,224704
29775,121185
29776,166563
29777,151104
29778,149959
29779,181071
29780,140607
29781,304136
29782,215712
29783,149680
29784,80148
29785,451063
29786,297466
29787,62890
29788,107465
29789,187716
29790,198170
29791,152537
29792,169767
29793,152813
29794,171727
29795,199289
29796,159678
29797,131187
29798,318544
29799,189344
29800,141036
29801,192290
29802,260216
29803,102283
29804,216264
29805,704105
29806,80878
29807,289708
29808,54604
29809,109349
29810,119170
29811,159281
29812,214062
29813,121000
29814,53901
29815,217020
29816,202995
29817,185549
29818,217819
29819,86497
29820,266871
29821,192028
29822,211157
29823,152991
29824,81240
29825,212429
29826,213745
29827,234343
29828,304471
29829,466087
29830,85650
29831,185160
29832,287529
29833,184551
29834,299422
29835,219362
29836,141563
29837,198283
29838,161340
29839,756851
29840,192040
29841,0
29842,192810
29843,197771
29844,20262
29845,139195
29846,238588
29847,251957
29848,177877
29849,105422
29850,109916
29851,146623
29852,309091
29853,278150
29854,573900
29855,106610
29856,100568
29857,150693
29858,193921
29859,197034
29860,224404
29861,246693
29862,140315
29863,126806
29864,198022
29865,335665
29866,144682
29867,237617
29868,64710
29869,207599
29870,0
29871,254385
29872,195969
29873,58383
29874,180561
29875,50580
29876,318546
29877,142674
29878,273427
29879,56834
29880,247243
29881,105263
29882,108027
29883,333993
29884,212408
29885,197562
29886,231504
29887,23512
29888,217981
29889,268657
29890,134733
29891,38347
29892,138153
29893,735646
29894,554232
29895,147207
29896,176115
29897,162003
29898,147208
29899,182023
29900,30556
29901,149045
29902,194994
29903,249428
29904,188357
29905,127688
29906,207700
29907,157703
29908,151264
29909,84591
29910,196620
29911,259281
29912,197487
29913,158126
29914,175777
29915,26190
29916,226982
29917,287354
29918,122541
29919,181417
29920,386994
29921,240889
29922,354000
29923,122516
29924,140838
29925,284115
29926,254832
29927,205494
29928,5445
29929,232169
29930,203035
29931,213991
29932,194147
29933,124385
29934,177026
29935,192558
29936,0
29937,103257
29938,190698
29939,22857
29940,350140
29941,189504
29942,0
29943,143318
29944,86910
29945,139137
29946,1060820
29947,210273
29948,194135
29949,28266
29950,142063
29951,90042
29952,290585
29953,344160
29954,503491
29955,138833
29956,115996
29957,170848
29958,167697
29959,120688
29960,385837
29961,257697
29962,171359
29963,242160
29964,142305
29965,182113
29966,120705
29967,180767
29968,104948
29969,161533
29970,1500
29971,187523
29972,144278
29973,253325
29974,0
29975,172512
29976,74994
29977,179028
29978,219086
29979,136530
29980,144472
29981,176792
29982,135913
29983,60521
29984,189604
29985,216286
29986,223523
29987,175487
29988,155662
29989,206897
29990,115548
29991,665500
29992,117808
29993,165453
29994,86391
29995,239704
29996,231390
29997,49288
29998,112957
29999,213972
30000,854214
30001,164326
30002,181283
30003,12038
30004,162206
30005,589286
30006,133281
30007,233853
30008,201620
30009,188215
30010,301623
30011,71620
30012,247823
30013,208891
30014,91342
30015,209300
30016,123523
30017,175423
30018,444387
30019,121517
30020,170269
30021,227640
30022,113835
30023,247474
30024,703141
30025,111780
30026,167785
30027,292001
30028,151607
30029,227945
30030,217660
30031,451748
30032,217960
30033,422921
30034,79382
30035,57221
30036,309766
30037,184524
30038,120596
30039,223466
30040,291795
30041,151648
30042,60867
30043,0
30044,227727
30045,468750
30046,452102
30047,253742
30048,148316
30049,143824
30050,212857
30051,199259
30052,243396
30053,321199
30054,188158
30055,77135
30056,126788
30057,208054
30058,132605
30059,8284
30060,155143
30061,340400
30062,58983
30063,188153
30064,231676
30065,119237
30066,177575
30067,136470
30068,317107
30069,152067
30070,156236
30071,127135
30072,197881
30073,132334
30074,269160
30075,116910
30076,332038
30077,257106
30078,345506
30079,119089
30080,135726
30081,165205
30082,181081
30083,228906
30084,100801
30085,645052
30086,46255
30087,222373
30088,20018
30089,196442
30090,122735
30091,194744
30092,136275
30093,193569
30094,228084
30095,99650
30096,46780
30097,110378
30098,145518
30099,208042
30100,117536
30101,102241
30102,292826
30103,231088
30104,78369
30105,212089
30106,150553
30107,192075
30108,94509
30109,150813
30110,138878
30111,304737
30112,87673
30113,97526
30114,102227
30115,170061
30116,250478
30117,150275
30118,57090
30119,92271
30120,218935
30121,149692
30122,123736
30123,0
30124,100238
30125,215439
30126,55414
30127,104455
30128,265163
30129,151221
30130,209205
30131,187561
30132,156723
30133,231398
30134,286344
30135,77028
30136,47100
30137,241994
30138,215276
30139,189913
30140,175612
30141,204360
30142,257000
30143,132638
30144,156593
30145,117403
30146,226674
30147,110505
30148,454383
30149,302446
30150,173000
30151,165669
30152,155886
30153,107895
30154,125134
30155,148067
30156,205898
30157,124247
30158,209992
30159,29139
30160,189265
30161,162858
30162,145812
30163,111567
30164,146507
30165,191948
30166,152809
30167,113836
30168,137348
30169,95189
30170,341815
30171,146917
30172,826087
30173,152475
30174,162760
30175,221659
30176,222949
30177,147322
30178,296596
30179,192588
30180,104137
30181,208623
30182,257677
30183,211791
30184,314348
30185,140647
30186,129032
30187,137224
30188,109290
30189,140273
30190,159412
30191,167185
30192,150593
30193,254790
30194,162903
30195,242545
30196,122200
30197,140506
30198,273205
30199,209840
30200,121990
30201,214382
30202,143885
30203,198596
30204,199045
30205,241909
30206,34761
30207,259046
30208,112410
30209,165598
30210,118682
30211,140054
30212,182676
30213,140652
30214,643986
30215,162413
30216,252715
30217,37310
30218,166021
30219,87400
30220,121800
30221,136387
30222,173693
30223,300724
30224,170614
30225,159762
30226,201482
30227,147651
30228,279168
30229,164022
30230,190605
30231,236289
30232,132923
30233,163018
30234,240693
30235,308598
30236,226279
30237,186176
30238,169542
30239,99850
30240,110235
30241,298625
30242,122530
30243,196655
30244,86315
30245,197339
30246,253663
30247,173085
30248,206271
30249,284327
30250,100043
30251,151465
30252,189716
30253,134758
30254,252044
30255,2783
30256,48364
30257,157486
30258,347906
30259,43321
30260,115741
30261,120944
30262,216814
30263,127168
30264,124614
30265,231591
30266,28600
30267,229020
30268,157186
30269,114869
30270,208807
30271,97133
30272,109204
30273,260870
30274,212806
30275,262868
30276,133492
30277,67369
30278,124527
30279,257772
30280,199188
30281,236458
30282,3673
30283,196614
30284,182726
30285,146282
30286,86700
30287,177879
30288,608026
30289,60404
30290,185462
30291,234420
30292,202045
30293,345098
30294,0
30295,346499
30296,227917
30297,328850
30298,124709
30299,170877
30300,150520
30301,174328
30302,227704
30303,122421
30304,109527
30305,200389
30306,167076
30307,158750
30308,164983
30309,6002
30310,108614
30311,106952
30312,208393
30313,219556
30314,129870
30315,117080
30316,155211
30317,163839
30318,109667
30319,139956
30320,36672
30321,112754
30322,204161
30323,188701
30324,151601
30325,121614
30326,86759
30327,32217
30328,191176
30329,209837
30330,276584
30331,87017
30332,189897
30333,158014
30334,0
30335,208406
30336,275880
30337,264875
30338,106731
30339,143924
30340,124656
30341,188040
30342,118855
30343,197835
30344,40922
30345,271159
30346,78935
30347,230439
30348,61269
30349,124033
30350,315042
30351,110310
30352,123402
30353,55597
30354,127430
30355,87893
30356,61992
30357,224520
30358,181406
30359,201645
30360,445574
30361,91150
30362,207478
30363,371783
30364,128867
30365,194762
30366,153333
30367,165370
30368,302509
30369,197842
30370,185531
30371,187386
30372,167133
30373,178177
30374,166667
30375,241196
30376,179342
30377,152147
30378,135812
30379,107985
30380,137555
30381,305047
30382,44412
30383,66829
30384,216659
30385,190243
30386,208461
30387,220665
30388,156855
30389,265306
30390,81029
30391,82161
30392,44942
30393,181746
30394,127451
30395,21782
30396,6002
30397,119847
30398,174285
30399,135051
30400,296481
30401,149332
30402,97294
30403,208582
30404,118304
30405,133558
30406,189341
30407,251577
30408,141572
30409,0
30410,204942
30411,114419
30412,66551
30413,196980
30414,368647
30415,54517
30416,141059
30417,174109
30418,217682
30419,167480
30420,0
30421,245082
30422,112916
30423,182848
30424,264110
30425,208887
30426,144354
30427,149681
30428,128320
30429,211461
30430,247805
30431,119865
30432,182740
30433,147965
30434,127758
30435,101141
30436,231701
30437,177305
30438,227127
30439,277564
30440,187619
30441,238256
30442,201951
30443,199845
30444,131543
30445,121138
30446,209895
30447,287435
30448,520952
30449,438160
30450,167218
30451,145422
30452,207220
30453,199445
30454,136558
30455,137633
30456,306000
30457,78694
30458,89241
30459,44852
30460,957655
30461,24650
30462,133635
30463,325016
30464,342686
30465,187333
30466,160525
30467,118619
30468,212694
30469,221206
30470,149357
30471,158199
30472,104801
30473,138419
30474,99985
30475,148836
30476,109469
30477,307569
30478,144400
30479,254772
30480,47918
30481,260228
30482,152588
30483,224588
30484,116938
30485,95765
30486,158424
30487,207534
30488,117968
30489,130110
30490,208413
30491,247763
30492,179000
30493,148128
30494,240999
30495,127275
30496,242061
30497,37329
30498,214849
30499,136143
30500,238106
30501,176034
30502,120898
30503,93681
30504,187523
30505,208600
30506,241427
30507,188336
30508,168242
30509,192244
30510,130578
30511,152289
30512,134771
30513,329558
30514,259284
30515,225086
30516,432528
30517,66845
30518,185440
30519,425628
30520,162353
30521,126007
30522,240308
30523,246901
30524,227339
30525,196759
30526,358903
30527,240004
30528,124168
30529,160298
30530,29222
30531,188171
30532,14900
30533,62119
30534,62919
30535,127190
30536,172451
30537,3997
30538,216969
30539,167000
30540,106145
30541,174442
30542,228313
30543,223525
30544,259186
30545,129839
30546,159545
30547,204661
30548,234009
30549,278838
30550,191325
30551,123009
30552,106922
30553,160514
30554,140302
30555,126278
30556,123850
30557,194818
30558,229674
30559,186628
30560,129790
30561,141817
30562,201208
30563,110581
30564,133588
30565,208476
30566,60024
30567,281634
30568,151359
30569,204224
30570,87266
30571,150468
30572,93941
30573,276854
30574,128345
30575,121151
30576,346741
30577,98932
30578,240176
30579,176404
30580,141942
30581,160088
30582,157157
